emp_no,first_name,last_name,gender,birth_date,from_date,to_date
491079,Kwangsub,Keirsey,F,1965-01-06,1992-02-04,9999-01-01
491162,Panayotis,Hempstead,M,1965-01-14,1994-08-29,9999-01-01
491478,Gill,Varman,M,1965-01-16,1988-06-18,9999-01-01
491596,Charmane,Pargas,F,1965-01-21,1992-08-03,9999-01-01
491632,Gadiel,Perly,M,1965-01-01,1986-10-20,9999-01-01
492000,Valeska,Cools,M,1965-01-10,1993-12-16,9999-01-01
492052,Udo,Ratnakar,M,1965-01-11,1999-11-30,9999-01-01
492217,Heekeun,Verhaegen,M,1965-01-16,1991-09-28,9999-01-01
492639,Sanjoy,Porenta,M,1965-01-30,1997-07-10,9999-01-01
492677,Goetz,McAffer,M,1965-01-26,1988-02-05,9999-01-01
493031,Hironoby,Jakobus,F,1965-01-23,1991-07-30,9999-01-01
493048,Muzhong,Berztiss,M,1965-01-31,1995-01-23,9999-01-01
493096,Sachem,Msuda,M,1965-01-31,1995-04-07,9999-01-01
493744,Leni,Kropatsch,M,1965-01-14,1997-07-17,9999-01-01
494019,Morrie,Iisaku,M,1965-01-16,1991-05-06,9999-01-01
494088,Phule,Dahlbom,M,1965-01-10,1989-02-06,9999-01-01
494493,Masasuke,Koprowski,M,1965-01-10,1996-11-20,9999-01-01
494995,Yongmao,Pouyioutas,F,1965-01-04,1989-08-24,9999-01-01
496100,Pranjal,Reinhard,F,1965-01-07,1995-05-08,9999-01-01
496970,Giordano,Maquelin,F,1965-01-03,1999-12-31,9999-01-01
496978,Danco,Debuse,F,1965-01-30,1993-09-10,9999-01-01
497007,Oldrich,Adachi,M,1965-01-23,1998-08-09,9999-01-01
497174,Sanjiv,Bressoud,M,1965-01-02,1993-04-27,9999-01-01
497340,Fayez,Keohane,F,1965-01-06,1990-09-19,9999-01-01
497391,Paris,Lieblein,M,1965-01-30,1999-05-19,9999-01-01
497835,Shuho,Laurillard,F,1965-01-29,1999-10-06,9999-01-01
498185,Caolyn,Marciano,F,1965-01-19,1999-06-06,9999-01-01
498337,Naraig,Docker,F,1965-01-30,1997-05-17,9999-01-01
498456,Geraldo,Gerteisen,M,1965-01-17,1987-06-05,9999-01-01
498635,Florian,Pezzoli,F,1965-01-09,1988-07-22,9999-01-01
498838,Sanjay,Ciolek,M,1965-01-16,1989-12-13,9999-01-01
498845,Arumugam,Pelc,M,1965-01-09,1999-11-13,9999-01-01
498955,Nechama,Kandlur,F,1965-01-13,1995-01-16,9999-01-01
499194,Padma,Delgrange,M,1965-01-29,1999-08-27,9999-01-01
499260,Danae,Honglei,M,1965-01-11,1998-09-14,9999-01-01
499495,Baoqiu,Kakkar,M,1965-01-14,1999-08-30,9999-01-01
